timestamp,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,dt,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_ms2,accel_y_ms2,accel_z_ms2,theta_ins,ax_global_ms2,ay_global_ms2,vx_ins_ms,vy_ins_ms,v_ins_ms,x_ins,y_ins
26572,-1431,-451,32712,-569,-4430,4841,10.0,-10.923664122137405,-3.4427480916030535,249.70992366412213,-0.34057518615722654,-2.6515783386230467,2.8975825592041016,0.6433859181810487,-1.3182189573169225,2.325759644471301,0.6690621072159249,0.34275275922183607,0.7517470034967852,346.8677815604161,13.202056060280725
26582,-722,-856,32712,1463,-4446,-5683,10.0,-5.511450381679389,-6.534351145038168,249.70992366412213,0.8756792572021483,-2.6611551452636717,-3.4015620086669918,0.6869685216094819,-2.364745386421331,1.5021784601226478,0.6506472854972307,0.36189244974480883,0.7445186601470871,353.46632852398295,16.725282105114502
26582,-722,-856,32712,1463,-4446,-5683,0.0,-5.511450381679389,-6.534351145038168,249.70992366412213,0.8756792572021483,-2.6611551452636717,-3.4015620086669918,0.6869685216094819,-2.364745386421331,1.5021784601226478,0.6506472854972307,0.36189244974480883,0.7445186601470871,353.46632852398295,16.725282105114502
26592,730,23,32712,783,-3726,1609,10.0,5.572519083969466,0.17557251908396945,249.70992366412213,0.4686649749755859,-2.2301988464355467,0.9630676177978515,0.730551125037915,-1.837232414218243,1.3483363117401819,0.6296373964940296,0.3761450236041252,0.7334359752875009,359.86775193394027,20.415469471859748
26592,730,23,32712,783,-3726,1609,0.0,5.572519083969466,0.17557251908396945,249.70992366412213,0.4686649749755859,-2.2301988464355467,0.9630676177978515,0.730551125037915,-1.837232414218243,1.3483363117401819,0.6296373964940296,0.3761450236041252,0.7334359752875009,359.86775193394027,20.415469471859748
26602,1563,1621,32712,1495,-8190,4697,10.0,11.931297709923664,12.374045801526718,249.70992366412213,0.8948328704833984,-4.902127899169922,2.811391299438476,0.7741337284663327,-4.06689214851422,2.879578451487485,0.6001167736803732,0.39728459742025934,0.7197049349559289,366.01652278481106,24.2826175769809
26602,1563,1621,32712,1495,-8190,4697,0.0,11.931297709923664,12.374045801526718,249.70992366412213,0.8948328704833984,-4.902127899169922,2.811391299438476,0.7741337284663327,-4.06689214851422,2.879578451487485,0.6001167736803732,0.39728459742025934,0.7197049349559289,366.01652278481106,24.2826175769809
26612,1421,2194,32712,-4313,-5002,-507,10.0,10.84732824427481,16.748091603053435,249.70992366412213,-2.5815479400634764,-2.9939491760253905,-0.30346506042480464,0.8177163318947658,-0.4188507247162425,3.9309903975809672,0.5776880593142174,0.43133744166560695,0.7209545633788982,371.90554694978493,28.42572777241088
26612,1421,2194,32712,-4313,-5002,-507,0.0,10.84732824427481,16.748091603053435,249.70992366412213,-2.5815479400634764,-2.9939491760253905,-0.30346506042480464,0.8177163318947658,-0.4188507247162425,3.9309903975809672,0.5776880593142174,0.43133744166560695,0.7209545633788982,371.90554694978493,28.42572777241088
26622,-1311,664,32712,-3541,-4382,-95,10.0,-10.007633587786259,5.068702290076335,249.70992366412213,-2.11946701965332,-2.6228479187011717,-0.05686228942871093,0.8612989353231835,-0.6091947556455792,3.316678067242451,0.5725478319124093,0.46757578398971683,0.739214538277758,377.65672640591697,32.9202939006866
