gyroX,gyroY,gyroZ,accelX,accelY,accelZ,encoderR,encoderL,timestamp,timestamp_s,dt,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_ms2,accel_y_ms2,accel_z_ms2,x,y,theta,linear_displacement,delta_theta_odom,delta_theta_gyro
128.0,2116.0,-23063.0,-1080.0,1504.0,15992.0,-8.0,0.0,18803.0,18.803,0.010999999999999233,0.9770992366412213,16.15267175572519,-176.05343511450383,-0.6464344482421874,0.9002198242187499,9.572018237304688,-0.14552426441561894,0.07175324327665855,-1.0510891025035833,0.0,0.0,-0.03379983312413485
2873.0,1711.0,-22242.0,5672.0,2368.0,19472.0,-8.0,0.0,18812.0,18.812,0.009000000000000341,21.931297709923665,13.061068702290076,-169.78625954198472,3.394977954101562,1.4173673828125,11.654973681640625,-0.14552426441561894,0.07175324327665855,-1.0777590657864637,0.0,0.0,-0.026669963282880467
-1276.0,-3120.0,-21470.0,6700.0,480.0,16136.0,-8.0,0.0,18822.0,18.822,0.00999999999999801,-9.740458015267176,-23.81679389312977,-163.89312977099237,4.010287780761718,0.28730419921875,9.658209497070311,-0.14552426441561894,0.07175324327665855,-1.1063638131454796,0.0,0.0,-0.02860474735901588
-1391.0,-95.0,-18150.0,2396.0,7396.0,17312.0,-8.0,0.0,18832.0,18.832,0.010000000000001563,-10.618320610687023,-0.7251908396946565,-138.54961832061068,1.4341267944335936,4.426878869628906,10.36210478515625,-0.14552426441561894,0.07175324327665855,-1.1305452833162446,0.0,0.0,-0.02418147017076491
8.0,1610.0,-15321.0,-3472.0,4844.0,16544.0,-9.0,0.0,18842.0,18.842,0.00999999999999801,0.061068702290076333,12.290076335877863,-116.95419847328245,-2.0781670410156248,2.8993782104492185,9.90241806640625,-0.15993169441485014,0.10316419826610554,-1.1509576416901375,-0.03455751918948772,-0.6520286639525985,-0.02041235837389298
-1272.0,520.0,-6918.0,144.0,4588.0,19216.0,-9.0,0.0,18852.0,18.852,0.010000000000001563,-9.709923664122137,3.969465648854962,-52.80916030534351,0.086191259765625,2.7461493041992187,11.501744775390625,-0.15993169441485014,0.10316419826610554,-1.1601745789155562,0.0,0.0,-0.009216937225418824
934.0,3841.0,998.0,1224.0,416.0,13008.0,-9.0,0.0,18862.0,18.862,0.00999999999999801,7.129770992366412,29.3206106870229,7.6183206106870225,0.7326257080078125,0.24899697265624998,7.785943798828124,-0.15993169441485014,0.10316419826610554,-1.1588449311342661,0.0,0.0,0.001329647781290072
5353.0,1019.0,6133.0,-2708.0,2568.0,20872.0,-9.0,0.0,18872.0,18.872,0.010000000000001563,40.86259541984733,7.778625954198473,46.81679389312977,-1.6208745239257811,1.5370774658203123,12.492944262695312,-0.15993169441485014,0.10316419826610554,-1.150673859147638,0.0,0.0,0.008171071986628165
116.0,446.0,11745.0,-2140.0,-524.0,20780.0,-9.0,0.0,18882.0,18.882,0.010000000000001563,0.8854961832061069,3.404580152671756,89.65648854961832,-1.2808978881835937,-0.3136404174804687,12.437877624511717,-0.15993169441485014,0.10316419826610554,-1.135025849937961,0.0,0.0,0.015648009209676798
1366.0,-1038.0,13911.0,3756.0,-896.0,15328.0,-9.0,0.0,18892.0,18.892,0.00999999999999801,10.427480916030534,-7.923664122137405,106.19083969465649,2.2481553588867187,-0.5363011718749999,9.17458076171875,-0.15993169441485014,0.10316419826610554,-1.1164920520566723,0.0,0.0,0.01853379788128877
87.0,1115.0,16451.0,-1476.0,-6504.0,17984.0,-10.0,0.0,18902.0,18.902,0.010000000000001563,0.6641221374045801,8.511450381679388,125.58015267175573,-0.8834604125976562,-3.892971899414062,10.764330664062498,-0.1754362035551867,0.13404837429281916,-1.094574180663876,-0.03455751918948772,-0.6520286639525985,0.02191787139279634
318.0,555.0,17470.0,1368.0,-840.0,16144.0,-10.0,0.0,18922.0,18.922,0.019999999999999574,2.427480916030534,4.236641221374046,133.3587786259542,0.8188169677734375,-0.5027823486328125,9.662997900390625,-0.1754362035551867,0.13404837429281916,-1.0480231851946542,0.0,0.0,0.046550995469221805
2075.0,1183.0,14466.0,1584.0,24.0,23208.0,-10.0,0.0,18932.0,18.932,0.00999999999999801,15.83969465648855,9.030534351145038,110.42748091603053,0.948103857421875,0.0143652099609375,13.891158032226562,-0.1754362035551867,0.13404837429281916,-1.0287499539279787,0.0,0.0,0.019273231266675534
-1068.0,327.0,11431.0,5800.0,-2000.0,13328.0,-10.0,0.0,18942.0,18.942,0.010000000000001563,-8.15267175572519,2.49618320610687,87.25954198473282,3.4715924072265625,-1.197100830078125,7.977479931640625,-0.1754362035551867,0.13404837429281916,-1.0135202908138181,0.0,0.0,0.015229663114160533
